Model,Category,Synopsis,Correct,Total,Proportion_Correct
gpt_4o,hybrid_retrieval,Forest Conservation,45,50,0.9
gpt_4o,hybrid_retrieval,Grassland Conservation,26,30,0.866666667
gpt_4o,hybrid_retrieval,Management of Captive Animals,32,34,0.941176471
gpt_4o,hybrid_retrieval,Marine Fish Conservation,57,71,0.802816901
gpt_4o,hybrid_retrieval,Marine and Freshwater Mammal Conservation,36,39,0.923076923
gpt_4o,hybrid_retrieval,Marsh and Swamp Conservation,166,181,0.917127072
gpt_4o,hybrid_retrieval,Mediterranean Farmland,51,57,0.894736842
gpt_4o,hybrid_retrieval,Natural Pest Control,15,15,1
gpt_4o,hybrid_retrieval,Peatland Conservation,56,62,0.903225807
gpt_4o,hybrid_retrieval,Primate Conservation,47,57,0.824561404
gpt_4o,hybrid_retrieval,Reptile Conservation,131,155,0.84516129
gpt_4o,hybrid_retrieval,Shrubland and Heathland Conservation,38,43,0.88372093
gpt_4o,hybrid_retrieval,Soil Fertility,18,19,0.947368421
gpt_4o,hybrid_retrieval,Subtidal Benthic Invertebrate Conservation,75,79,0.949367089
gpt_4o,hybrid_retrieval,Sustainable Aquaculture,17,18,0.944444444
gpt_4o,hybrid_retrieval,Terrestrial Mammal Conservation,169,188,0.89893617
gpt_4o,oracle,Amphibian Conservation,89,91,0.978021978
gpt_4o,oracle,Bat Conservation,46,46,1
gpt_4o,oracle,Bee Conservation,38,38,1
gpt_4o,oracle,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gpt_4o,oracle,Bird Conservation,301,321,0.937694704
gpt_4o,oracle,Butterfly and Moth Conservation,109,115,0.947826087
gpt_4o,oracle,Control of Freshwater Invasive Species,47,50,0.94
gpt_4o,oracle,Farmland Conservation,73,73,1
gpt_4o,oracle,Forest Conservation,48,50,0.96
gpt_4o,oracle,Grassland Conservation,30,30,1
gpt_4o,oracle,Management of Captive Animals,33,34,0.970588235
gpt_4o,oracle,Marine Fish Conservation,64,71,0.901408451
gpt_4o,oracle,Marine and Freshwater Mammal Conservation,35,39,0.897435897
gpt_4o,oracle,Marsh and Swamp Conservation,173,181,0.955801105
gpt_4o,oracle,Mediterranean Farmland,57,57,1
gpt_4o,oracle,Natural Pest Control,15,15,1
gpt_4o,oracle,Peatland Conservation,61,62,0.983870968
gpt_4o,oracle,Primate Conservation,49,57,0.859649123
gpt_4o,oracle,Reptile Conservation,146,155,0.941935484
gpt_4o,oracle,Shrubland and Heathland Conservation,42,43,0.976744186
gpt_4o,oracle,Soil Fertility,19,19,1
gpt_4o,oracle,Subtidal Benthic Invertebrate Conservation,77,79,0.974683544
gpt_4o,oracle,Sustainable Aquaculture,18,18,1
gpt_4o,oracle,Terrestrial Mammal Conservation,176,188,0.936170213
gpt_4o,sparse_retrieval,Amphibian Conservation,79,91,0.868131868
gpt_4o,sparse_retrieval,Bat Conservation,42,46,0.913043478
gpt_4o,sparse_retrieval,Bee Conservation,36,38,0.947368421
gpt_4o,sparse_retrieval,Biodiversity of Marine Artificial Structures,35,35,1
gpt_4o,sparse_retrieval,Bird Conservation,245,321,0.763239875
gpt_4o,sparse_retrieval,Butterfly and Moth Conservation,90,115,0.782608696
gpt_4o,sparse_retrieval,Control of Freshwater Invasive Species,37,50,0.74
gpt_4o,sparse_retrieval,Farmland Conservation,69,73,0.94520548
gpt_4o,sparse_retrieval,Forest Conservation,42,50,0.84
gpt_4o,sparse_retrieval,Grassland Conservation,24,30,0.8
gpt_4o,sparse_retrieval,Management of Captive Animals,29,34,0.852941177
gpt_4o,sparse_retrieval,Marine Fish Conservation,58,71,0.816901409
gpt_4o,sparse_retrieval,Marine and Freshwater Mammal Conservation,32,39,0.820512821
gpt_4o,sparse_retrieval,Marsh and Swamp Conservation,156,181,0.861878453
gpt_4o,sparse_retrieval,Mediterranean Farmland,43,57,0.754385965
gpt_4o,sparse_retrieval,Natural Pest Control,14,15,0.933333333
gpt_4o,sparse_retrieval,Peatland Conservation,52,62,0.838709677
gpt_4o,sparse_retrieval,Primate Conservation,45,57,0.789473684
gpt_4o,sparse_retrieval,Reptile Conservation,125,155,0.806451613
gpt_4o,sparse_retrieval,Shrubland and Heathland Conservation,35,43,0.813953488
gpt_4o,sparse_retrieval,Soil Fertility,17,19,0.894736842
gpt_4o,sparse_retrieval,Subtidal Benthic Invertebrate Conservation,71,79,0.898734177
gpt_4o,sparse_retrieval,Sustainable Aquaculture,17,18,0.944444444
gpt_4o,sparse_retrieval,Terrestrial Mammal Conservation,161,188,0.856382979
gpt_4o_mini,closed_book,Amphibian Conservation,67,91,0.736263736
gpt_4o_mini,closed_book,Bat Conservation,39,46,0.847826087
gpt_4o_mini,closed_book,Bee Conservation,27,38,0.710526316
gpt_4o_mini,closed_book,Biodiversity of Marine Artificial Structures,31,35,0.885714286
gpt_4o_mini,closed_book,Bird Conservation,201,321,0.626168224
gpt_4o_mini,closed_book,Butterfly and Moth Conservation,73,115,0.634782609
gpt_4o_mini,closed_book,Control of Freshwater Invasive Species,31,50,0.62
gpt_4o_mini,closed_book,Farmland Conservation,53,73,0.726027397
gpt_4o_mini,closed_book,Forest Conservation,32,50,0.64
gpt_4o_mini,closed_book,Grassland Conservation,18,30,0.6
gpt_4o_mini,closed_book,Management of Captive Animals,23,34,0.676470588
gpt_4o_mini,closed_book,Marine Fish Conservation,53,71,0.746478873
gpt_4o_mini,closed_book,Marine and Freshwater Mammal Conservation,31,39,0.794871795
gpt_4o_mini,closed_book,Marsh and Swamp Conservation,105,181,0.580110497
gpt_4o_mini,closed_book,Mediterranean Farmland,40,57,0.701754386
gpt_4o_mini,closed_book,Natural Pest Control,12,15,0.8
gpt_4o_mini,closed_book,Peatland Conservation,40,62,0.64516129
gpt_4o_mini,closed_book,Primate Conservation,46,57,0.807017544
gpt_4o_mini,closed_book,Reptile Conservation,88,155,0.567741936
gpt_4o_mini,closed_book,Shrubland and Heathland Conservation,29,43,0.674418605
gpt_4o_mini,closed_book,Soil Fertility,13,19,0.684210526
gpt_4o_mini,closed_book,Subtidal Benthic Invertebrate Conservation,52,79,0.658227848
gpt_4o_mini,closed_book,Sustainable Aquaculture,13,18,0.722222222
gpt_4o_mini,closed_book,Terrestrial Mammal Conservation,125,188,0.664893617
gpt_4o_mini,confused,Amphibian Conservation,84,91,0.923076923
gpt_4o_mini,confused,Bat Conservation,44,46,0.956521739
gpt_4o_mini,confused,Bee Conservation,37,38,0.973684211
gpt_4o_mini,confused,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gpt_4o_mini,confused,Bird Conservation,286,321,0.890965732
gpt_4o_mini,confused,Butterfly and Moth Conservation,105,115,0.913043478
gpt_4o_mini,confused,Control of Freshwater Invasive Species,40,50,0.8
gpt_4o_mini,confused,Farmland Conservation,72,73,0.98630137
gpt_4o_mini,confused,Forest Conservation,47,50,0.94
gpt_4o_mini,confused,Grassland Conservation,27,30,0.9
gpt_4o_mini,confused,Management of Captive Animals,33,34,0.970588235
gpt_4o_mini,confused,Marine Fish Conservation,63,71,0.887323944
gpt_4o_mini,confused,Marine and Freshwater Mammal Conservation,36,39,0.923076923
gpt_4o_mini,confused,Marsh and Swamp Conservation,167,181,0.922651934
gpt_4o_mini,confused,Mediterranean Farmland,53,57,0.929824561
gpt_4o_mini,confused,Natural Pest Control,15,15,1
gpt_4o_mini,confused,Peatland Conservation,60,62,0.967741936
gpt_4o_mini,confused,Primate Conservation,50,57,0.877192983
gpt_4o_mini,confused,Reptile Conservation,131,155,0.84516129
gpt_4o_mini,confused,Shrubland and Heathland Conservation,38,43,0.88372093
gpt_4o_mini,confused,Soil Fertility,18,19,0.947368421
gpt_4o_mini,confused,Subtidal Benthic Invertebrate Conservation,72,79,0.911392405
gpt_4o_mini,confused,Sustainable Aquaculture,18,18,1
gpt_4o_mini,confused,Terrestrial Mammal Conservation,174,188,0.925531915
gpt_4o_mini,dense_retrieval,Amphibian Conservation,82,91,0.901098901
gpt_4o_mini,dense_retrieval,Bat Conservation,40,46,0.869565217
gpt_4o_mini,dense_retrieval,Bee Conservation,33,38,0.868421053
gpt_4o_mini,dense_retrieval,Biodiversity of Marine Artificial Structures,31,35,0.885714286
gpt_4o_mini,dense_retrieval,Bird Conservation,279,321,0.869158879
gpt_4o_mini,dense_retrieval,Butterfly and Moth Conservation,84,115,0.730434783
gpt_4o_mini,dense_retrieval,Control of Freshwater Invasive Species,42,50,0.84
gpt_4o_mini,dense_retrieval,Farmland Conservation,65,73,0.890410959
gpt_4o_mini,dense_retrieval,Forest Conservation,45,50,0.9
gpt_4o_mini,dense_retrieval,Grassland Conservation,27,30,0.9
gpt_4o_mini,dense_retrieval,Management of Captive Animals,31,34,0.911764706
gpt_4o_mini,dense_retrieval,Marine Fish Conservation,57,71,0.802816901
gpt_4o_mini,dense_retrieval,Marine and Freshwater Mammal Conservation,35,39,0.897435897
gpt_4o_mini,dense_retrieval,Marsh and Swamp Conservation,152,181,0.839779006
gpt_4o_mini,dense_retrieval,Mediterranean Farmland,46,57,0.807017544
gpt_4o_mini,dense_retrieval,Natural Pest Control,14,15,0.933333333
gpt_4o_mini,dense_retrieval,Peatland Conservation,50,62,0.806451613
gpt_4o_mini,dense_retrieval,Primate Conservation,47,57,0.824561404
gpt_4o_mini,dense_retrieval,Reptile Conservation,112,155,0.722580645
gpt_4o_mini,dense_retrieval,Shrubland and Heathland Conservation,29,43,0.674418605
gpt_4o_mini,dense_retrieval,Soil Fertility,15,19,0.789473684
gpt_4o_mini,dense_retrieval,Subtidal Benthic Invertebrate Conservation,69,79,0.873417722
gpt_4o_mini,dense_retrieval,Sustainable Aquaculture,17,18,0.944444444
gpt_4o_mini,dense_retrieval,Terrestrial Mammal Conservation,156,188,0.829787234
gpt_4o_mini,hybrid_retrieval,Amphibian Conservation,83,91,0.912087912
gpt_4o_mini,hybrid_retrieval,Bat Conservation,43,46,0.934782609
gpt_4o_mini,hybrid_retrieval,Bee Conservation,37,38,0.973684211
gpt_4o_mini,hybrid_retrieval,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gpt_4o_mini,hybrid_retrieval,Bird Conservation,277,321,0.862928349
gpt_4o_mini,hybrid_retrieval,Butterfly and Moth Conservation,98,115,0.852173913
gpt_4o_mini,hybrid_retrieval,Control of Freshwater Invasive Species,37,50,0.74
gpt_4o_mini,hybrid_retrieval,Farmland Conservation,70,73,0.95890411
gpt_4o_mini,hybrid_retrieval,Forest Conservation,42,50,0.84
gpt_4o_mini,hybrid_retrieval,Grassland Conservation,27,30,0.9
gpt_4o_mini,hybrid_retrieval,Management of Captive Animals,30,34,0.882352941
gpt_4o_mini,hybrid_retrieval,Marine Fish Conservation,57,71,0.802816901
gpt_4o_mini,hybrid_retrieval,Marine and Freshwater Mammal Conservation,35,39,0.897435897
gpt_4o_mini,hybrid_retrieval,Marsh and Swamp Conservation,162,181,0.895027624
gpt_4o_mini,hybrid_retrieval,Mediterranean Farmland,49,57,0.859649123
gpt_4o_mini,hybrid_retrieval,Natural Pest Control,15,15,1
gpt_4o_mini,hybrid_retrieval,Peatland Conservation,53,62,0.85483871
gpt_4o_mini,hybrid_retrieval,Primate Conservation,47,57,0.824561404
gpt_4o_mini,hybrid_retrieval,Reptile Conservation,124,155,0.8
gpt_4o_mini,hybrid_retrieval,Shrubland and Heathland Conservation,34,43,0.790697674
gpt_4o_mini,hybrid_retrieval,Soil Fertility,17,19,0.894736842
gpt_4o_mini,hybrid_retrieval,Subtidal Benthic Invertebrate Conservation,71,79,0.898734177
gpt_4o_mini,hybrid_retrieval,Sustainable Aquaculture,18,18,1
gpt_4o_mini,hybrid_retrieval,Terrestrial Mammal Conservation,155,188,0.824468085
gpt_4o_mini,oracle,Amphibian Conservation,87,91,0.956043956
gpt_4o_mini,oracle,Bat Conservation,45,46,0.97826087
gpt_4o_mini,oracle,Bee Conservation,38,38,1
gpt_4o_mini,oracle,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gpt_4o_mini,oracle,Bird Conservation,290,321,0.903426791
gpt_4o_mini,oracle,Butterfly and Moth Conservation,106,115,0.92173913
gpt_4o_mini,oracle,Control of Freshwater Invasive Species,43,50,0.86
gpt_4o_mini,oracle,Farmland Conservation,73,73,1
gpt_4o_mini,oracle,Forest Conservation,45,50,0.9
gpt_4o_mini,oracle,Grassland Conservation,28,30,0.933333333
gpt_4o_mini,oracle,Management of Captive Animals,33,34,0.970588235
gpt_4o_mini,oracle,Marine Fish Conservation,61,71,0.85915493
gpt_4o_mini,oracle,Marine and Freshwater Mammal Conservation,35,39,0.897435897
gpt_4o_mini,oracle,Marsh and Swamp Conservation,169,181,0.933701658
gpt_4o_mini,oracle,Mediterranean Farmland,56,57,0.98245614
gpt_4o_mini,oracle,Natural Pest Control,15,15,1
gpt_4o_mini,oracle,Peatland Conservation,60,62,0.967741936
gpt_4o_mini,oracle,Primate Conservation,52,57,0.912280702
gpt_4o_mini,oracle,Reptile Conservation,134,155,0.864516129
gpt_4o_mini,oracle,Shrubland and Heathland Conservation,40,43,0.930232558
gpt_4o_mini,oracle,Soil Fertility,19,19,1
gpt_4o_mini,oracle,Subtidal Benthic Invertebrate Conservation,72,79,0.911392405
gpt_4o_mini,oracle,Sustainable Aquaculture,18,18,1
gpt_4o_mini,oracle,Terrestrial Mammal Conservation,173,188,0.920212766
gpt_4o_mini,sparse_retrieval,Amphibian Conservation,77,91,0.846153846
gpt_4o_mini,sparse_retrieval,Bat Conservation,40,46,0.869565217
gpt_4o_mini,sparse_retrieval,Bee Conservation,36,38,0.947368421
gpt_4o_mini,sparse_retrieval,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gpt_4o_mini,sparse_retrieval,Bird Conservation,244,321,0.760124611
gpt_4o_mini,sparse_retrieval,Butterfly and Moth Conservation,90,115,0.782608696
gpt_4o_mini,sparse_retrieval,Control of Freshwater Invasive Species,32,50,0.64
gpt_4o_mini,sparse_retrieval,Farmland Conservation,69,73,0.94520548
gpt_4o_mini,sparse_retrieval,Forest Conservation,40,50,0.8
gpt_4o_mini,sparse_retrieval,Grassland Conservation,24,30,0.8
gpt_4o_mini,sparse_retrieval,Management of Captive Animals,27,34,0.794117647
gpt_4o_mini,sparse_retrieval,Marine Fish Conservation,59,71,0.830985916
gpt_4o_mini,sparse_retrieval,Marine and Freshwater Mammal Conservation,34,39,0.871794872
gpt_4o_mini,sparse_retrieval,Marsh and Swamp Conservation,153,181,0.845303867
gpt_4o_mini,sparse_retrieval,Mediterranean Farmland,45,57,0.789473684
gpt_4o_mini,sparse_retrieval,Natural Pest Control,14,15,0.933333333
gpt_4o_mini,sparse_retrieval,Peatland Conservation,49,62,0.790322581
gpt_4o_mini,sparse_retrieval,Primate Conservation,47,57,0.824561404
gpt_4o_mini,sparse_retrieval,Reptile Conservation,115,155,0.741935484
gpt_4o_mini,sparse_retrieval,Shrubland and Heathland Conservation,31,43,0.720930233
gpt_4o_mini,sparse_retrieval,Soil Fertility,16,19,0.842105263
gpt_4o_mini,sparse_retrieval,Subtidal Benthic Invertebrate Conservation,68,79,0.860759494
gpt_4o_mini,sparse_retrieval,Sustainable Aquaculture,17,18,0.944444444
gpt_4o_mini,sparse_retrieval,Terrestrial Mammal Conservation,153,188,0.813829787
llama_31_70b,closed_book,Amphibian Conservation,68,91,0.747252747
llama_31_70b,closed_book,Bat Conservation,36,46,0.782608696
llama_31_70b,closed_book,Bee Conservation,29,38,0.763157895
llama_31_70b,closed_book,Biodiversity of Marine Artificial Structures,32,35,0.914285714
llama_31_70b,closed_book,Bird Conservation,220,321,0.685358256
llama_31_70b,closed_book,Butterfly and Moth Conservation,71,115,0.617391304
llama_31_70b,closed_book,Control of Freshwater Invasive Species,30,50,0.6
llama_31_70b,closed_book,Farmland Conservation,55,73,0.753424658
llama_31_70b,closed_book,Forest Conservation,33,50,0.66
llama_31_70b,closed_book,Grassland Conservation,18,30,0.6
llama_31_70b,closed_book,Management of Captive Animals,26,34,0.764705882
llama_31_70b,closed_book,Marine Fish Conservation,56,71,0.788732394
llama_31_70b,closed_book,Marine and Freshwater Mammal Conservation,33,39,0.846153846
llama_31_70b,closed_book,Marsh and Swamp Conservation,117,181,0.64640884
llama_31_70b,closed_book,Mediterranean Farmland,37,57,0.649122807
llama_31_70b,closed_book,Natural Pest Control,10,15,0.666666667
llama_31_70b,closed_book,Peatland Conservation,34,62,0.548387097
llama_31_70b,closed_book,Primate Conservation,49,57,0.859649123
llama_31_70b,closed_book,Reptile Conservation,103,155,0.664516129
llama_31_70b,closed_book,Shrubland and Heathland Conservation,22,43,0.511627907
llama_31_70b,closed_book,Soil Fertility,12,19,0.631578947
llama_31_70b,closed_book,Subtidal Benthic Invertebrate Conservation,56,79,0.70886076
llama_31_70b,closed_book,Sustainable Aquaculture,7,18,0.388888889
llama_31_70b,closed_book,Terrestrial Mammal Conservation,128,188,0.680851064
llama_31_70b,confused,Amphibian Conservation,88,91,0.967032967
llama_31_70b,confused,Bat Conservation,45,46,0.97826087
llama_31_70b,confused,Bee Conservation,38,38,1
llama_31_70b,confused,Biodiversity of Marine Artificial Structures,34,35,0.971428571
llama_31_70b,confused,Bird Conservation,293,321,0.912772586
llama_31_70b,confused,Butterfly and Moth Conservation,105,115,0.913043478
llama_31_70b,confused,Control of Freshwater Invasive Species,45,50,0.9
llama_31_70b,confused,Farmland Conservation,71,73,0.97260274
llama_31_70b,confused,Forest Conservation,47,50,0.94
llama_31_70b,confused,Grassland Conservation,29,30,0.966666667
llama_31_70b,confused,Management of Captive Animals,32,34,0.941176471
llama_31_70b,confused,Marine Fish Conservation,60,71,0.845070423
llama_31_70b,confused,Marine and Freshwater Mammal Conservation,35,39,0.897435897
llama_31_70b,confused,Marsh and Swamp Conservation,172,181,0.950276243
llama_31_70b,confused,Mediterranean Farmland,56,57,0.98245614
llama_31_70b,confused,Natural Pest Control,15,15,1
llama_31_70b,confused,Peatland Conservation,55,62,0.887096774
llama_31_70b,confused,Primate Conservation,51,57,0.894736842
llama_31_70b,confused,Reptile Conservation,139,155,0.896774194
llama_31_70b,confused,Shrubland and Heathland Conservation,41,43,0.953488372
llama_31_70b,confused,Soil Fertility,19,19,1
llama_31_70b,confused,Subtidal Benthic Invertebrate Conservation,75,79,0.949367089
llama_31_70b,confused,Sustainable Aquaculture,17,18,0.944444444
llama_31_70b,confused,Terrestrial Mammal Conservation,169,188,0.89893617
llama_31_70b,dense_retrieval,Amphibian Conservation,84,91,0.923076923
llama_31_70b,dense_retrieval,Bat Conservation,41,46,0.891304348
llama_31_70b,dense_retrieval,Bee Conservation,33,38,0.868421053
llama_31_70b,dense_retrieval,Biodiversity of Marine Artificial Structures,30,35,0.857142857
llama_31_70b,dense_retrieval,Bird Conservation,283,321,0.881619938
llama_31_70b,dense_retrieval,Butterfly and Moth Conservation,87,115,0.756521739
llama_31_70b,dense_retrieval,Control of Freshwater Invasive Species,42,50,0.84
llama_31_70b,dense_retrieval,Farmland Conservation,66,73,0.904109589
llama_31_70b,dense_retrieval,Forest Conservation,45,50,0.9
llama_31_70b,dense_retrieval,Grassland Conservation,25,30,0.833333333
llama_31_70b,dense_retrieval,Management of Captive Animals,32,34,0.941176471
llama_31_70b,dense_retrieval,Marine Fish Conservation,54,71,0.76056338
llama_31_70b,dense_retrieval,Marine and Freshwater Mammal Conservation,36,39,0.923076923
llama_31_70b,dense_retrieval,Marsh and Swamp Conservation,158,181,0.872928177
llama_31_70b,dense_retrieval,Mediterranean Farmland,49,57,0.859649123
llama_31_70b,dense_retrieval,Natural Pest Control,14,15,0.933333333
llama_31_70b,dense_retrieval,Peatland Conservation,49,62,0.790322581
llama_31_70b,dense_retrieval,Primate Conservation,48,57,0.842105263
llama_31_70b,dense_retrieval,Reptile Conservation,121,155,0.780645161
llama_31_70b,dense_retrieval,Shrubland and Heathland Conservation,35,43,0.813953488
llama_31_70b,dense_retrieval,Soil Fertility,17,19,0.894736842
llama_31_70b,dense_retrieval,Subtidal Benthic Invertebrate Conservation,74,79,0.936708861
llama_31_70b,dense_retrieval,Sustainable Aquaculture,15,18,0.833333333
llama_31_70b,dense_retrieval,Terrestrial Mammal Conservation,154,188,0.819148936
llama_31_70b,hybrid_retrieval,Amphibian Conservation,85,91,0.934065934
llama_31_70b,hybrid_retrieval,Bat Conservation,43,46,0.934782609
llama_31_70b,hybrid_retrieval,Bee Conservation,36,38,0.947368421
llama_31_70b,hybrid_retrieval,Biodiversity of Marine Artificial Structures,32,35,0.914285714
llama_31_70b,hybrid_retrieval,Bird Conservation,280,321,0.872274143
llama_31_70b,hybrid_retrieval,Butterfly and Moth Conservation,94,115,0.817391304
llama_31_70b,hybrid_retrieval,Control of Freshwater Invasive Species,40,50,0.8
llama_31_70b,hybrid_retrieval,Farmland Conservation,70,73,0.95890411
llama_31_70b,hybrid_retrieval,Forest Conservation,45,50,0.9
llama_31_70b,hybrid_retrieval,Grassland Conservation,26,30,0.866666667
llama_31_70b,hybrid_retrieval,Management of Captive Animals,32,34,0.941176471
llama_31_70b,hybrid_retrieval,Marine Fish Conservation,55,71,0.774647887
llama_31_70b,hybrid_retrieval,Marine and Freshwater Mammal Conservation,36,39,0.923076923
llama_31_70b,hybrid_retrieval,Marsh and Swamp Conservation,168,181,0.928176796
llama_31_70b,hybrid_retrieval,Mediterranean Farmland,51,57,0.894736842
llama_31_70b,hybrid_retrieval,Natural Pest Control,14,15,0.933333333
llama_31_70b,hybrid_retrieval,Peatland Conservation,54,62,0.870967742
llama_31_70b,hybrid_retrieval,Primate Conservation,51,57,0.894736842
llama_31_70b,hybrid_retrieval,Reptile Conservation,129,155,0.832258065
llama_31_70b,hybrid_retrieval,Shrubland and Heathland Conservation,34,43,0.790697674
llama_31_70b,hybrid_retrieval,Soil Fertility,16,19,0.842105263
llama_31_70b,hybrid_retrieval,Subtidal Benthic Invertebrate Conservation,73,79,0.924050633
llama_31_70b,hybrid_retrieval,Sustainable Aquaculture,15,18,0.833333333
llama_31_70b,hybrid_retrieval,Terrestrial Mammal Conservation,162,188,0.861702128
llama_31_70b,oracle,Amphibian Conservation,89,91,0.978021978
llama_31_70b,oracle,Bat Conservation,44,46,0.956521739
llama_31_70b,oracle,Bee Conservation,37,38,0.973684211
llama_31_70b,oracle,Biodiversity of Marine Artificial Structures,33,35,0.942857143
llama_31_70b,oracle,Bird Conservation,299,321,0.931464175
llama_31_70b,oracle,Butterfly and Moth Conservation,109,115,0.947826087
llama_31_70b,oracle,Control of Freshwater Invasive Species,46,50,0.92
llama_31_70b,oracle,Farmland Conservation,72,73,0.98630137
llama_31_70b,oracle,Forest Conservation,47,50,0.94
llama_31_70b,oracle,Grassland Conservation,29,30,0.966666667
llama_31_70b,oracle,Management of Captive Animals,32,34,0.941176471
llama_31_70b,oracle,Marine Fish Conservation,63,71,0.887323944
llama_31_70b,oracle,Marine and Freshwater Mammal Conservation,35,39,0.897435897
llama_31_70b,oracle,Marsh and Swamp Conservation,174,181,0.961325967
llama_31_70b,oracle,Mediterranean Farmland,57,57,1
llama_31_70b,oracle,Natural Pest Control,15,15,1
llama_31_70b,oracle,Peatland Conservation,58,62,0.935483871
llama_31_70b,oracle,Primate Conservation,52,57,0.912280702
llama_31_70b,oracle,Reptile Conservation,143,155,0.922580645
llama_31_70b,oracle,Shrubland and Heathland Conservation,42,43,0.976744186
llama_31_70b,oracle,Soil Fertility,19,19,1
llama_31_70b,oracle,Subtidal Benthic Invertebrate Conservation,77,79,0.974683544
llama_31_70b,oracle,Sustainable Aquaculture,18,18,1
llama_31_70b,oracle,Terrestrial Mammal Conservation,171,188,0.909574468
llama_31_70b,sparse_retrieval,Amphibian Conservation,80,91,0.879120879
llama_31_70b,sparse_retrieval,Bat Conservation,38,46,0.826086957
llama_31_70b,sparse_retrieval,Bee Conservation,35,38,0.921052632
llama_31_70b,sparse_retrieval,Biodiversity of Marine Artificial Structures,33,35,0.942857143
llama_31_70b,sparse_retrieval,Bird Conservation,247,321,0.769470405
llama_31_70b,sparse_retrieval,Butterfly and Moth Conservation,96,115,0.834782609
llama_31_70b,sparse_retrieval,Control of Freshwater Invasive Species,32,50,0.64
llama_31_70b,sparse_retrieval,Farmland Conservation,68,73,0.931506849
llama_31_70b,sparse_retrieval,Forest Conservation,41,50,0.82
llama_31_70b,sparse_retrieval,Grassland Conservation,25,30,0.833333333
llama_31_70b,sparse_retrieval,Management of Captive Animals,26,34,0.764705882
llama_31_70b,sparse_retrieval,Marine Fish Conservation,57,71,0.802816901
llama_31_70b,sparse_retrieval,Marine and Freshwater Mammal Conservation,33,39,0.846153846
llama_31_70b,sparse_retrieval,Marsh and Swamp Conservation,158,181,0.872928177
llama_31_70b,sparse_retrieval,Mediterranean Farmland,45,57,0.789473684
llama_31_70b,sparse_retrieval,Natural Pest Control,13,15,0.866666667
llama_31_70b,sparse_retrieval,Peatland Conservation,50,62,0.806451613
llama_31_70b,sparse_retrieval,Primate Conservation,46,57,0.807017544
llama_31_70b,sparse_retrieval,Reptile Conservation,124,155,0.8
llama_31_70b,sparse_retrieval,Shrubland and Heathland Conservation,33,43,0.767441861
llama_31_70b,sparse_retrieval,Soil Fertility,17,19,0.894736842
llama_31_70b,sparse_retrieval,Subtidal Benthic Invertebrate Conservation,73,79,0.924050633
llama_31_70b,sparse_retrieval,Sustainable Aquaculture,15,18,0.833333333
llama_31_70b,sparse_retrieval,Terrestrial Mammal Conservation,155,188,0.824468085
llama_31_8b,closed_book,Amphibian Conservation,64,91,0.703296703
llama_31_8b,closed_book,Bat Conservation,34,46,0.739130435
llama_31_8b,closed_book,Bee Conservation,24,38,0.631578947
llama_31_8b,closed_book,Biodiversity of Marine Artificial Structures,27,35,0.771428571
llama_31_8b,closed_book,Bird Conservation,194,321,0.604361371
llama_31_8b,closed_book,Butterfly and Moth Conservation,73,115,0.634782609
llama_31_8b,closed_book,Control of Freshwater Invasive Species,29,50,0.58
llama_31_8b,closed_book,Farmland Conservation,48,73,0.657534247
llama_31_8b,closed_book,Forest Conservation,32,50,0.64
llama_31_8b,closed_book,Grassland Conservation,14,30,0.466666667
llama_31_8b,closed_book,Management of Captive Animals,20,34,0.588235294
llama_31_8b,closed_book,Marine Fish Conservation,51,71,0.718309859
llama_31_8b,closed_book,Marine and Freshwater Mammal Conservation,27,39,0.692307692
llama_31_8b,closed_book,Marsh and Swamp Conservation,100,181,0.552486188
llama_31_8b,closed_book,Mediterranean Farmland,41,57,0.719298246
llama_31_8b,closed_book,Natural Pest Control,14,15,0.933333333
llama_31_8b,closed_book,Peatland Conservation,34,62,0.548387097
llama_31_8b,closed_book,Primate Conservation,35,57,0.614035088
llama_31_8b,closed_book,Reptile Conservation,89,155,0.574193548
llama_31_8b,closed_book,Shrubland and Heathland Conservation,20,43,0.465116279
llama_31_8b,closed_book,Soil Fertility,14,19,0.736842105
llama_31_8b,closed_book,Subtidal Benthic Invertebrate Conservation,49,79,0.620253165
llama_31_8b,closed_book,Sustainable Aquaculture,9,18,0.5
llama_31_8b,closed_book,Terrestrial Mammal Conservation,127,188,0.675531915
llama_31_8b,confused,Amphibian Conservation,83,91,0.912087912
llama_31_8b,confused,Bat Conservation,45,46,0.97826087
llama_31_8b,confused,Bee Conservation,35,38,0.921052632
llama_31_8b,confused,Biodiversity of Marine Artificial Structures,32,35,0.914285714
llama_31_8b,confused,Bird Conservation,267,321,0.831775701
llama_31_8b,confused,Butterfly and Moth Conservation,94,115,0.817391304
llama_31_8b,confused,Control of Freshwater Invasive Species,40,50,0.8
llama_31_8b,confused,Farmland Conservation,61,73,0.835616438
llama_31_8b,confused,Forest Conservation,40,50,0.8
llama_31_8b,confused,Grassland Conservation,26,30,0.866666667
llama_31_8b,confused,Management of Captive Animals,32,34,0.941176471
llama_31_8b,confused,Marine Fish Conservation,61,71,0.85915493
